"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"ST_CATALOG","PATNO","","Patient Number","CHAR","8","","",""
"ST_CATALOG","STRPLCVS","","ST Replaces Visit","CHAR","6","","",""
"ST_CATALOG","STVIS","","Visit Replaced with ST Event","CHAR","2","","",""
"SURGPD","","SURGPD","Surgery for PD Log","","","","",""
"SURGPD","CNO","SURGPD","Site Number","NUMBER","12","0","True","False"
"SURGPD","EVENT_ID","SURGPD","Visit ID","CHAR","3","","True","False"
"SURGPD","INFODT","SURGPD","Assessment Date","DATE","","","True","False"
"SURGPD","LAST_UPDATE","SURGPD","Date of most recent update to record","DATE","","","True","False"
"SURGPD","ORIG_ENTRY","SURGPD","Date of original data entry","DATE","","","True","False"
"SURGPD","PAG_NAME","SURGPD","Page Name","CHAR","12","","True","False"
"SURGPD","PATNO","SURGPD","Participant ID","NUMBER","18","0","True","False"
"SURGPD","PDSRGLOC","SURGPD","PD Surgery location","NUMBER","12","0","False","False"
"SURGPD","PDSRGLOCCM","SURGPD","Other PD surgery location comment","CHAR","","","False","False"
"SURGPD","PDSRGTPC","SURGPD","Type of surgery for PD - other, specify","CHAR","","","False","False"
"SURGPD","PDSURGDT","SURGPD","Date of surgery for Parkinson disease","DATE","","","False","False"
"SURGPD","PDSURGSD","SURGPD","Side of surgery for Parkinson disease","NUMBER","12","0","False","False"
"SURGPD","PDSURGTP","SURGPD","Type of surgery for Parkinson disease","NUMBER","12","0","False","False"
"SURGPD","QUERY","SURGPD","Any open/pending queries on this record","NUMBER","1","","False","False"
"SURGPD","REC_ID","SURGPD","Record ID","CHAR","36","","True","True"
"SURGPD","SEQNO","SURGPD","Sequence Number","NUMBER","12","0","True","False"
"TAUCNSNT","","TAUCNSNT","(Tau Substudy) Documentation of Informed Consent","","","","",""
"TAUCNSNT","CNO","TAUCNSNT","Site Number","NUMBER","12","0","True","False"
"TAUCNSNT","CNSTAUTH","TAUCNSNT","Informed consent obtained by person authorized on site delegation log.","NUMBER","1","","False","False"
"TAUCNSNT","CNSTCOPY","TAUCNSNT","Copy of the consent form was provided to the participant and/or legally authorized representative upon conclusion of the consent process.","NUMBER","1","","False","False"
"TAUCNSNT","CNSTFORM","TAUCNSNT","Consent form was provided to the participant and/or legally authorized representative for review.","NUMBER","1","","False","False"
"TAUCNSNT","CNSTPRIR","TAUCNSNT","Consent has been signed prior to any study procedures being performed.","NUMBER","1","","False","False"
"TAUCNSNT","CNSTQA","TAUCNSNT","During the informed consent process, the participant and/or authorized representative had the opportunity to ask questions and receive answers by study personnel.","NUMBER","1","","False","False"
"TAUCNSNT","CNSTTIME","TAUCNSNT","Participant and/or legally authorized representative were given adequate time to read the consent form and discuss the study with study staff and/or person of participant's choice.","NUMBER","1","","False","False"
"TAUCNSNT","EVENT_ID","TAUCNSNT","Visit ID","CHAR","3","","True","False"
"TAUCNSNT","INFODT","TAUCNSNT","Assessment Date","DATE","","","True","False"
"TAUCNSNT","LAST_UPDATE","TAUCNSNT","Date of most recent update to record","DATE","","","True","False"
"TAUCNSNT","ORIG_ENTRY","TAUCNSNT","Date of original data entry","DATE","","","True","False"
"TAUCNSNT","PAG_NAME","TAUCNSNT","Page Name","CHAR","12","","True","False"
"TAUCNSNT","PATNO","TAUCNSNT","Participant ID","NUMBER","18","0","True","False"
"TAUCNSNT","QUERY","TAUCNSNT","Any open/pending queries on this record","NUMBER","1","","False","False"
"TAUCNSNT","REC_ID","TAUCNSNT","Record ID","CHAR","36","","True","True"
"TAUCNSNT","SIGNCNST","TAUCNSNT","Participant and/or legally authorized representative signed and dated the informed consent.","NUMBER","1","","False","False"
"TAUCNSNT","TAUCNSTDISC","TAUCNSNT","Informed consent was discussed with participant and/or legally authorized representative for the PPMI Tau Imaging study.","NUMBER","1","","False","False"
"TAUELIG","","TAUELIG","(Tau Substudy) Eligibility","","","","",""
"TAUELIG","CNO","TAUELIG","Site Number","NUMBER","12","0","True","False"
"TAUELIG","EVENT_ID","TAUELIG","Visit ID","CHAR","3","","True","False"
"TAUELIG","EXABCOND","TAUELIG","Any other medical or psychiatric condition or lab abnormality, which in the opinion of the investigator might preclude participation","NUMBER","1","","False","False"
"TAUELIG","EXRAD50","TAUELIG","Exposure to an effective radiation dose of 50 mSv, which would be above the acceptable annual limit established by the US Federal Guidelines during the past year","NUMBER","1","","False","False"
"TAUELIG","INCNST","TAUELIG","Able to provide informed consent","NUMBER","1","","False","False"
"TAUELIG","INFODT","TAUELIG","Assessment Date","DATE","","","True","False"
"TAUELIG","INPPMI2","TAUELIG","Enrolled in PPMI Clinical protocol","NUMBER","1","","False","False"
"TAUELIG","INPREGNTTAU","TAUELIG","Females must be of non-childbearing potential or using birth control prior to injection of PI-2620, with negative pregnancy test on the day of the injection","NUMBER","1","","False","False"
"TAUELIG","LAST_UPDATE","TAUELIG","Date of most recent update to record","DATE","","","True","False"
"TAUELIG","ORIG_ENTRY","TAUELIG","Date of original data entry","DATE","","","True","False"
"TAUELIG","PAG_NAME","TAUELIG","Page Name","CHAR","12","","True","False"
"TAUELIG","PATNO","TAUELIG","Participant ID","NUMBER","18","0","True","False"
"TAUELIG","QUERY","TAUELIG","Any open/pending queries on this record","NUMBER","1","","False","False"
"TAUELIG","REC_ID","TAUELIG","Record ID","CHAR","36","","True","True"
"TAUIMAG","","TAUIMAG","(Tau Substudy) PI-2620 PET Imaging","","","","",""
"TAUIMAG","CNO","TAUIMAG","Site Number","NUMBER","12","0","True","False"
"TAUIMAG","DIASUPAF","TAUIMAG","Supine BP - diastolic - after injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","DIASUPBF","TAUIMAG","Supine BP - diastolic - before injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","EVENT_ID","TAUIMAG","Visit ID","CHAR","3","","True","False"
"TAUIMAG","HRSUPAF","TAUIMAG","Supine heart rate - after injection (bpm)","NUMBER","12","0","False","False"
"TAUIMAG","HRSUPBF","TAUIMAG","Supine heart rate - before injection (bpm)","NUMBER","12","0","False","False"
"TAUIMAG","INFODT","TAUIMAG","Assessment Date","DATE","","","True","False"
"TAUIMAG","INJECTTMPI","TAUIMAG","Time of 18F-PI-2620 injection","TIME","","","False","False"
"TAUIMAG","INVEVLAF","TAUIMAG","Study physician able to evaluate after injection","NUMBER","1","","False","False"
"TAUIMAG","INVEVLAFCM","TAUIMAG","Study physician not able to evaluate after injection comment","CHAR","","","False","False"
"TAUIMAG","INVEVLBF","TAUIMAG","Study physician able to evaluate before injection","NUMBER","1","","False","False"
"TAUIMAG","INVEVLBFCM","TAUIMAG","Study physician not able to evaluate before injection comment","CHAR","","","False","False"
"TAUIMAG","LAST_UPDATE","TAUIMAG","Date of most recent update to record","DATE","","","True","False"
"TAUIMAG","ORIG_ENTRY","TAUIMAG","Date of original data entry","DATE","","","True","False"
"TAUIMAG","PAG_NAME","TAUIMAG","Page Name","CHAR","12","","True","False"
"TAUIMAG","PATNO","TAUIMAG","Participant ID","NUMBER","18","0","True","False"
"TAUIMAG","PIPETCMPLT","TAUIMAG","PI-2620 PET scan completed?","NUMBER","1","","False","False"
"TAUIMAG","PIPETCMPLTCM","TAUIMAG","PI-2620 PET scan not completed comment","CHAR","","","False","False"
"TAUIMAG","QUERY","TAUIMAG","Any open/pending queries on this record","NUMBER","1","","False","False"
"TAUIMAG","REC_ID","TAUIMAG","Record ID","CHAR","36","","True","True"
"TAUIMAG","SYSSUPAF","TAUIMAG","Supine BP - systolic - after injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","SYSSUPBF","TAUIMAG","Supine BP - systolic - before injection (mmHg)","NUMBER","12","0","False","False"
"TAUIMAG","VITLTMAF","TAUIMAG","Vital Sign Time - after injection","TIME","","","False","False"
"TAUIMAG","VITLTMBF","TAUIMAG","Vital Sign Time - before injection","TIME","","","False","False"
"TAUPREGNANC","","TAUPREGNANC","(Tau Substudy) Pregnancy Test","","","","",""
"TAUPREGNANC","CNO","TAUPREGNANC","Site Number","NUMBER","12","0","True","False"
"TAUPREGNANC","EVENT_ID","TAUPREGNANC","Visit ID","CHAR","3","","True","False"
"TAUPREGNANC","INFODT","TAUPREGNANC","Assessment Date","DATE","","","True","False"
"TAUPREGNANC","LAST_UPDATE","TAUPREGNANC","Date of most recent update to record","DATE","","","True","False"
"TAUPREGNANC","ORIG_ENTRY","TAUPREGNANC","Date of original data entry","DATE","","","True","False"
"TAUPREGNANC","PAG_NAME","TAUPREGNANC","Page Name","CHAR","12","","True","False"
"TAUPREGNANC","PATNO","TAUPREGNANC","Participant ID","NUMBER","18","0","True","False"
"TAUPREGNANC","PREGAPPL","TAUPREGNANC","Participant is a female of childbearing potential","NUMBER","1","","False","False"
"TAUPREGNANC","PREGBFPI","TAUPREGNANC","Urine pregnancy result confirmed prior to 18F-PI-2620 injection","NUMBER","12","0","False","False"
"TAUPREGNANC","PREGBFPICM","TAUPREGNANC","No urine pregnancy result confirmed prior 18F-PI-2620 injection comment","CHAR","","","False","False"
"TAUPREGNANC","PREGPERF","TAUPREGNANC","Urine pregnancy test performed","NUMBER","1","","False","False"
"TAUPREGNANC","PREGRSLT","TAUPREGNANC","Urine pregnancy test result","NUMBER","1","","False","False"
"TAUPREGNANC","QUERY","TAUPREGNANC","Any open/pending queries on this record","NUMBER","1","","False","False"
"TAUPREGNANC","REC_ID","TAUPREGNANC","Record ID","CHAR","36","","True","True"
"TAUREPPREG","","TAUREPPREG","(Tau Substudy) Report of Pregnancy","","","","",""
"TAUREPPREG","CNO","TAUREPPREG","Site Number","NUMBER","12","0","True","False"
"TAUREPPREG","EVENT_ID","TAUREPPREG","Visit ID","CHAR","3","","True","False"
"TAUREPPREG","INFODT","TAUREPPREG","Assessment Date","DATE","","","True","False"
"TAUREPPREG","LAST_UPDATE","TAUREPPREG","Date of most recent update to record","DATE","","","True","False"
"TAUREPPREG","ORIG_ENTRY","TAUREPPREG","Date of original data entry","DATE","","","True","False"
"TAUREPPREG","PAG_NAME","TAUREPPREG","Page Name","CHAR","12","","True","False"
"TAUREPPREG","PATNO","TAUREPPREG","Participant ID","NUMBER","18","0","True","False"
"TAUREPPREG","PREG30PI","TAUREPPREG","Pregnancy within 30 days of 18F-PI-2620 injection?","NUMBER","12","0","False","False"
"TAUREPPREG","PREGWHO","TAUREPPREG","Participant or participant partner is pregnant?","NUMBER","12","0","False","False"
"TAUREPPREG","QUERY","TAUREPPREG","Any open/pending queries on this record","NUMBER","1","","False","False"
"TAUREPPREG","REC_ID","TAUREPPREG","Record ID","CHAR","36","","True","True"
"TAUTEL","","TAUTEL","(Tau Substudy) Adverse Event Telephone Assessment","","","","",""
"TAUTEL","CNO","TAUTEL","Site Number","NUMBER","12","0","True","False"
"TAUTEL","CNTACTYN","TAUTEL","Was contact made","NUMBER","1","","False","False"
"TAUTEL","CNTRSN","TAUTEL","Reason for no contact","NUMBER","12","0","False","False"
"TAUTEL","CNTRSNCM","TAUTEL","Reason for no contact comment","CHAR","","","False","False"
"TAUTEL","EVENT_ID","TAUTEL","Visit ID","CHAR","3","","True","False"
"TAUTEL","INFODT","TAUTEL","Assessment Date","DATE","","","True","False"
"TAUTEL","LAST_UPDATE","TAUTEL","Date of most recent update to record","DATE","","","True","False"
"TAUTEL","ORIG_ENTRY","TAUTEL","Date of original data entry","DATE","","","True","False"
"TAUTEL","PAG_NAME","TAUTEL","Page Name","CHAR","12","","True","False"
"TAUTEL","PATNO","TAUTEL","Participant ID","NUMBER","18","0","True","False"
"TAUTEL","PICONDCTVIS","TAUTEL","Was a PI-2620 PET imaging scan conducted at this visit?","NUMBER","1","","False","False"
"TAUTEL","QUERY","TAUTEL","Any open/pending queries on this record","NUMBER","1","","False","False"
"TAUTEL","REC_ID","TAUTEL","Record ID","CHAR","36","","True","True"
"TAUTEL","TELAERPT","TAUTEL","AE reported","NUMBER","1","","False","False"
"TEL","","TEL","Adverse Event Telephone Assessment","","","","",""
"TEL","CNO","TEL","Site Number","NUMBER","12","0","True","False"
"TEL","CNTACTYN","TEL","Was contact made","NUMBER","1","","False","False"
"TEL","CNTRSN","TEL","Reason for no contact","NUMBER","12","0","False","False"
"TEL","CNTRSNCM","TEL","Reason for no contact comment","CHAR","","","False","False"
"TEL","CONDCTVIS","TEL","Was an LP, skin biopsy, or DaTscan imaging scan conducted at this visit?","NUMBER","1","","False","False"
"TEL","EVENT_ID","TEL","Visit ID","CHAR","3","","True","False"
"TEL","INFODT","TEL","Assessment Date","DATE","","","True","False"
"TEL","LAST_UPDATE","TEL","Date of most recent update to record","DATE","","","True","False"
"TEL","NCNTCTYN   ","","new contact information","CHAR","1","","",""
"TEL","ORIG_ENTRY","TEL","Date of original data entry","DATE","","","True","False"
"TEL","PAG_NAME","TEL","Page Name","CHAR","12","","True","False"
"TEL","PATNO","TEL","Participant ID","NUMBER","18","0","True","False"
"TEL","QUERY","TEL","Any open/pending queries on this record","NUMBER","1","","False","False"
"TEL","REC_ID","TEL","Record ID","CHAR","36","","True","True"
"TEL","TELAERPT","TEL","AE reported","NUMBER","1","","False","False"
"TIMEZONE","age_seconds","","Participant's pseudo-age in seconds","DATE","0","0","",""
"TIMEZONE","subject","","Participant ID","CHAR","8","0","",""
"TIMEZONE","timezone","","Current time offset from Coordinated Universal Time (UTC)","NUMBER","6","0","",""
"TMT","","TMT","Trail Making A and B","","","","",""
"TMT","CNO","TMT","Site Number","NUMBER","12","0","True","False"
"TMT","EVENT_ID","TMT","Visit ID","CHAR","3","","True","False"
"TMT","INFODT","TMT","Assessment Date","DATE","","","True","False"
"TMT","LAST_UPDATE","TMT","Date of most recent update to record","DATE","","","True","False"
"TMT","ORIG_ENTRY","TMT","Date of original data entry","DATE","","","True","False"
"TMT","PAG_NAME","TMT","Page Name","CHAR","12","","True","False"
"TMT","PATNO","TMT","Participant ID","NUMBER","18","0","True","False"
"TMT","QUERY","TMT","Any open/pending queries on this record","NUMBER","1","","False","False"
"TMT","REC_ID","TMT","Record ID","CHAR","36","","True","True"
"TMT","TMTACMPL","TMT","Trail Making Part A complete in max time","NUMBER","1","","False","False"
"TMT","TMTACORR","TMT","Trail Making - Part A Number correct","NUMBER","12","0","False","False"
"TMT","TMTASEC","TMT","Trail Making - Part A (sec)","NUMBER","12","0","False","False"
"TMT","TMTBCMPL","TMT","Trail Making Part B complete in max time","NUMBER","1","","False","False"
"TMT","TMTBCORR","TMT","Trail Making - Part B Number correct","NUMBER","12","0","False","False"
"TMT","TMTBSEC","TMT","Trail Making - Part B (sec)","NUMBER","12","0","False","False"
"TRANSITION_STATUS","","","Transitioning Participant Status","","","","",""
"TRANSITION_STATUS","AV133STDY","","Participant in PPMI Extension Imaging Sub-Study","NUMBER","1","","False","False"
"TRANSITION_STATUS","CNO","","Site Number","NUMBER","12","0","True","False"
"TRANSITION_STATUS","COHORT","","Cohort at Participant Creation","NUMBER","12","0","True","False"
"TRANSITION_STATUS","ENRLGBA","","GBA Mutation at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","ENRLHPSM","","Hyposmia / Generalized Risk at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","ENRLLRRK2","","LRRK2 Mutation at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","ENRLPINK1","","Pink1 Mutation at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","ENRLPRKN","","Parkin Mutation at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","ENRLRBD","","RBD at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","ENRLSNCA","","SNCA Mutation at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","ENRLSRDC","","Sporadic PD at Participant Creation","NUMBER","1","","True","False"
"TRANSITION_STATUS","PATNO","","Participant ID","NUMBER","18","0","True","True"
"TRANSITION_STATUS","QUERY","","Any open/pending queries on this record","NUMBER","1","","False","False"
"TRANSITION_STATUS","REC_ID","","Record ID","CHAR","36","","True","True"
"TRANSITION_STATUS","TRANSITION_STATUS","","Transition Status","CHAR","","","False","False"
"UPSIT"," ","UPSIT","University of Pennsylvania Smell Identification Test (UPSIT)","","","","",""
"UPSIT","CNO","UPSIT","Site Number","NUMBER","12","0","True","False"
"UPSIT","EVENT_ID","UPSIT","Visit ID","CHAR","3","","True","False"
"UPSIT","INFODT","UPSIT","Assessment Date","DATE","","","True","False"
"UPSIT","LAST_UPDATE","UPSIT","Date of most recent update to record","DATE","","","True","False"
"UPSIT","ORIG_ENTRY","UPSIT","Date of original data entry","DATE","","","True","False"
"UPSIT","PAG_NAME","UPSIT","Page Name","CHAR","12","","True","False"
"UPSIT","PATNO","UPSIT","Participant ID","NUMBER","18","0","True","False"
"UPSIT","QUERY","UPSIT","Any open/pending queries on this record","NUMBER","1","","False","False"
"UPSIT","REC_ID","UPSIT","Record ID","CHAR","36","","True","True"
"UPSIT","SCENT_01_CORRECT","UPSIT","Scent 01 Identified Correctly","NUMBER","1","","False","False"
"UPSIT","SCENT_01_RESPONSE","UPSIT","Scent 01 Response","NUMBER","12","0","False","False"
"UPSIT","SCENT_02_CORRECT","UPSIT","Scent 02 Identified Correctly","NUMBER","1","","False","False"
"UPSIT","SCENT_02_RESPONSE","UPSIT","Scent 02 Response","NUMBER","12","0","False","False"
"UPSIT","SCENT_03_CORRECT","UPSIT","Scent 03 Identified Correctly","NUMBER","1","","False","False"
"UPSIT","SCENT_03_RESPONSE","UPSIT","Scent 03 Response","NUMBER","12","0","False","False"
"UPSIT","SCENT_04_CORRECT","UPSIT","Scent 04 Identified Correctly","NUMBER","1","","False","False"
"UPSIT","SCENT_04_RESPONSE","UPSIT","Scent 04 Response","NUMBER","12","0","False","False"
"UPSIT","SCENT_05_CORRECT","UPSIT","Scent 05 Identified Correctly","NUMBER","1","","False","False"
"UPSIT","SCENT_05_RESPONSE","UPSIT","Scent 05 Response","NUMBER","12","0","False","False"
"UPSIT","SCENT_06_CORRECT","UPSIT","Scent 06 Identified Correctly","NUMBER","1","","False","False"
"UPSIT","SCENT_06_RESPONSE","UPSIT","Scent 06 Response","NUMBER","12","0","False","False"
"UPSIT","SCENT_07_CORRECT","UPSIT","Scent 07 Identified Correctly","NUMBER","1","","False","False"
"UPSIT","SCENT_07_RESPONSE","UPSIT","Scent 07 Response","NUMBER","12","0","False","False"
"UPSIT","SCENT_08_CORRECT","UPSIT","Scent 08 Identified Correctly","NUMBER","1","","False","False"
